gene1	gene2	gene1_string_id	gene2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACTB	DCTN3	9606.ENSP00000494750	9606.ENSP00000259632	0	0	0	0	0	0.817	0	0	0.817
ACTB	CAPZA1	9606.ENSP00000494750	9606.ENSP00000263168	0	0	0	0	0	0.924	0	0	0.924
ACTB	DCTN5	9606.ENSP00000494750	9606.ENSP00000300087	0	0	0	0	0	0.873	0	0	0.873
ACTB	SMARCA4	9606.ENSP00000494750	9606.ENSP00000343896	0	0	0	0	0	0.982	0	0	0.982
ACTB	DYNC1H1	9606.ENSP00000494750	9606.ENSP00000348965	0	0	0	0	0	0.920	0	0	0.920
ACTB	H3C12	9606.ENSP00000494750	9606.ENSP00000352252	0	0	0	0	0	0.819	0	0	0.819
ACTB	DCTN1	9606.ENSP00000494750	9606.ENSP00000354791	0	0	0	0	0	0.865	0	0	0.865
ACTB	ACTR1A	9606.ENSP00000494750	9606.ENSP00000358921	0	0	0	0.956	0	0.936	0	0	0.936
ACTB	CAP1	9606.ENSP00000494750	9606.ENSP00000361883	0	0	0	0	0	0.763	0	0	0.763
ACTB	DYNC1I2	9606.ENSP00000494750	9606.ENSP00000380308	0	0	0	0	0	0.809	0	0	0.809
ACTB	CAPZB	9606.ENSP00000494750	9606.ENSP00000401010	0	0	0	0	0	0.935	0	0	0.935
ACTB	DCTN2	9606.ENSP00000494750	9606.ENSP00000408910	0	0	0	0	0	0.894	0	0	0.894
ACTB	DCTN4	9606.ENSP00000494750	9606.ENSP00000414906	0	0	0	0	0	0.888	0	0	0.888
ACTB	SPTBN2	9606.ENSP00000494750	9606.ENSP00000432568	0	0	0	0	0	0.948	0	0	0.948
ACTB	CFL1	9606.ENSP00000494750	9606.ENSP00000432660	0	0	0	0	0	0.987	0	0	0.987
ACTB	ACTG1	9606.ENSP00000494750	9606.ENSP00000458162	0	0	0	0.987	0	0.983	0	0	0.983
ACTG1	WASL	9606.ENSP00000458162	9606.ENSP00000223023	0	0	0	0	0	0.705	0	0	0.705
ACTG1	CCT8	9606.ENSP00000458162	9606.ENSP00000286788	0	0	0	0	0	0.922	0	0	0.922
ACTG1	CCT2	9606.ENSP00000458162	9606.ENSP00000299300	0	0	0	0	0	0.840	0	0	0.840
ACTG1	TCP1	9606.ENSP00000458162	9606.ENSP00000317334	0	0	0	0	0	0.926	0	0	0.926
ACTG1	CFL1	9606.ENSP00000458162	9606.ENSP00000432660	0	0	0	0	0	0.840	0	0	0.840
ACTR10	DCTN6	9606.ENSP00000254286	9606.ENSP00000221114	0	0	0	0	0	0.994	0	0	0.994
ACTR10	DYNC1LI2	9606.ENSP00000254286	9606.ENSP00000258198	0	0	0	0	0	0.800	0	0	0.800
ACTR10	DYNC1H1	9606.ENSP00000254286	9606.ENSP00000348965	0	0	0	0	0	0.848	0	0	0.848
ACTR10	DYNC1I2	9606.ENSP00000254286	9606.ENSP00000380308	0	0	0	0	0	0.908	0	0	0.908
ACTR10	CAPZB	9606.ENSP00000254286	9606.ENSP00000401010	0	0	0	0	0	0.912	0	0	0.912
ACTR10	CAPZA1	9606.ENSP00000254286	9606.ENSP00000263168	0	0	0	0	0	0.885	0	0	0.885
ACTR10	ACTR1B	9606.ENSP00000254286	9606.ENSP00000289228	0	0	0	0.642	0	0.940	0	0	0.940
ACTR10	DCTN3	9606.ENSP00000254286	9606.ENSP00000259632	0	0	0	0	0	0.898	0	0	0.898
ACTR10	DCTN2	9606.ENSP00000254286	9606.ENSP00000408910	0	0	0	0	0	0.994	0	0	0.994
ACTR10	DCTN1	9606.ENSP00000254286	9606.ENSP00000354791	0	0	0	0	0	0.974	0	0	0.974
ACTR10	DCTN5	9606.ENSP00000254286	9606.ENSP00000300087	0	0	0	0	0	0.983	0	0	0.983
ACTR10	DCTN4	9606.ENSP00000254286	9606.ENSP00000414906	0	0	0	0	0	0.993	0	0	0.993
ACTR10	ACTR1A	9606.ENSP00000254286	9606.ENSP00000358921	0	0	0	0.633	0	0.993	0	0	0.993
ACTR1A	DCTN6	9606.ENSP00000358921	9606.ENSP00000221114	0	0	0	0	0	0.975	0	0	0.975
ACTR1A	DYNC1LI2	9606.ENSP00000358921	9606.ENSP00000258198	0	0	0	0	0	0.920	0	0	0.920
ACTR1A	DCTN3	9606.ENSP00000358921	9606.ENSP00000259632	0	0	0	0	0	0.937	0	0	0.937
ACTR1A	CAPZA1	9606.ENSP00000358921	9606.ENSP00000263168	0	0	0	0	0	0.956	0	0	0.956
ACTR1A	ACTR1B	9606.ENSP00000358921	9606.ENSP00000289228	0	0	0	0.985	0	0.875	0	0	0.875
ACTR1A	DCTN5	9606.ENSP00000358921	9606.ENSP00000300087	0	0	0	0	0	0.975	0	0	0.975
ACTR1A	DYNC1H1	9606.ENSP00000358921	9606.ENSP00000348965	0	0	0	0	0	0.966	0	0	0.966
ACTR1A	DCTN1	9606.ENSP00000358921	9606.ENSP00000354791	0	0	0	0	0	0.982	0	0	0.982
ACTR1A	CAPZA2	9606.ENSP00000358921	9606.ENSP00000354947	0	0	0	0	0	0.825	0	0	0.825
ACTR1A	DYNC1I2	9606.ENSP00000358921	9606.ENSP00000380308	0	0	0	0	0	0.909	0	0	0.909
ACTR1A	CAPZB	9606.ENSP00000358921	9606.ENSP00000401010	0	0	0	0	0	0.967	0	0	0.967
ACTR1A	DCTN4	9606.ENSP00000358921	9606.ENSP00000414906	0	0	0	0	0	0.985	0	0	0.985
ACTR1A	DCTN2	9606.ENSP00000358921	9606.ENSP00000408910	0	0	0	0	0	0.994	0	0	0.994
ACTR1B	DCTN6	9606.ENSP00000289228	9606.ENSP00000221114	0	0	0	0	0	0.899	0	0	0.899
ACTR1B	DCTN3	9606.ENSP00000289228	9606.ENSP00000259632	0	0	0	0	0	0.851	0	0	0.851
ACTR1B	DEFB127	9606.ENSP00000289228	9606.ENSP00000371825	0	0	0	0	0	0.752	0	0	0.752
ACTR1B	CAPZA2	9606.ENSP00000289228	9606.ENSP00000354947	0	0	0	0	0	0.724	0	0	0.724
ACTR1B	CAPZB	9606.ENSP00000289228	9606.ENSP00000401010	0	0	0	0	0	0.765	0	0	0.765
ACTR1B	DCTN5	9606.ENSP00000289228	9606.ENSP00000300087	0	0	0	0	0	0.918	0	0	0.918
ACTR1B	DCTN1	9606.ENSP00000289228	9606.ENSP00000354791	0	0	0	0	0	0.930	0	0	0.930
ACTR1B	DCTN2	9606.ENSP00000289228	9606.ENSP00000408910	0	0	0	0	0	0.953	0	0	0.953
ACTR1B	DCTN4	9606.ENSP00000289228	9606.ENSP00000414906	0	0	0	0	0	0.944	0	0	0.944
ACTR2	WASL	9606.ENSP00000367220	9606.ENSP00000223023	0	0	0	0	0	0.985	0	0	0.985
ACTR2	ARPC3	9606.ENSP00000367220	9606.ENSP00000228825	0	0	0	0	0	0.997	0	0	0.997
ACTR2	ARPC1A	9606.ENSP00000367220	9606.ENSP00000262942	0	0	0	0	0	0.995	0	0	0.995
ACTR2	ACTR3	9606.ENSP00000367220	9606.ENSP00000263238	0	0	0	0.810	0	0.997	0	0	0.997
ACTR2	NCKIPSD	9606.ENSP00000367220	9606.ENSP00000294129	0	0	0	0	0	0.928	0	0	0.928
ACTR2	ARPC5	9606.ENSP00000367220	9606.ENSP00000294742	0	0	0	0	0	0.997	0	0	0.997
ACTR2	ARPC2	9606.ENSP00000367220	9606.ENSP00000295685	0	0	0	0	0	0.995	0	0	0.995
ACTR2	WAS	9606.ENSP00000367220	9606.ENSP00000365891	0	0	0	0	0	0.861	0	0	0.861
ACTR2	GMFG	9606.ENSP00000367220	9606.ENSP00000472249	0	0	0	0	0	0.927	0	0	0.927
ACTR2	ARPC1B	9606.ENSP00000367220	9606.ENSP00000389631	0	0	0	0	0	0.997	0	0	0.997
ACTR2	ARPC4	9606.ENSP00000367220	9606.ENSP00000388169	0	0	0	0	0	0.997	0	0	0.997
ACTR3	WASL	9606.ENSP00000263238	9606.ENSP00000223023	0	0	0	0	0	0.962	0	0	0.962
ACTR3	ARPC3	9606.ENSP00000263238	9606.ENSP00000228825	0	0	0	0	0	0.997	0	0	0.997
ACTR3	ARPC1A	9606.ENSP00000263238	9606.ENSP00000262942	0	0	0	0	0	0.991	0	0	0.991
ACTR3	GMFG	9606.ENSP00000263238	9606.ENSP00000472249	0	0	0	0	0	0.846	0	0	0.846
ACTR3	NCKIPSD	9606.ENSP00000263238	9606.ENSP00000294129	0	0	0	0	0	0.941	0	0	0.941
ACTR3	ARPC2	9606.ENSP00000263238	9606.ENSP00000295685	0	0	0	0	0	0.995	0	0	0.995
ACTR3	ARPC1B	9606.ENSP00000263238	9606.ENSP00000389631	0	0	0	0	0	0.995	0	0	0.995
ACTR3	ARPC4	9606.ENSP00000263238	9606.ENSP00000388169	0	0	0	0	0	0.997	0	0	0.997
ACTR3	ARPC5	9606.ENSP00000263238	9606.ENSP00000294742	0	0	0	0	0	0.989	0	0	0.989
ADGRE5	CD55	9606.ENSP00000242786	9606.ENSP00000356030	0	0	0	0	0	0.937	0	0	0.937
AGER	S100B	9606.ENSP00000364210	9606.ENSP00000291700	0	0	0	0	0	0.971	0	0	0.971
AGER	S100P	9606.ENSP00000364210	9606.ENSP00000296370	0	0	0	0	0	0.948	0	0	0.948
AIM2	PYCARD	9606.ENSP00000357112	9606.ENSP00000247470	0	0	0	0	0	0.839	0	0	0.839
AIP	HSP90AB1	9606.ENSP00000279146	9606.ENSP00000360609	0	0	0	0	0	0.977	0	0	0.977
AKT1	CDKN1B	9606.ENSP00000451828	9606.ENSP00000228872	0	0	0	0	0	0.797	0	0	0.797
AKT1	MAPK14	9606.ENSP00000451828	9606.ENSP00000229795	0	0	0	0.621	0	0.739	0	0	0.739
AKT1	EP300	9606.ENSP00000451828	9606.ENSP00000263253	0	0	0	0	0	0.821	0	0	0.821
AKT1	PIK3CA	9606.ENSP00000451828	9606.ENSP00000263967	0	0	0	0	0	0.738	0	0	0.738
AKT1	MAPKAP1	9606.ENSP00000451828	9606.ENSP00000265960	0	0	0	0	0	0.789	0	0	0.789
AKT1	SKP2	9606.ENSP00000451828	9606.ENSP00000274255	0	0	0	0	0	0.735	0	0	0.735
AKT1	PAK1	9606.ENSP00000451828	9606.ENSP00000278568	0	0	0	0.642	0	0.715	0	0	0.715
AKT1	RICTOR	9606.ENSP00000451828	9606.ENSP00000296782	0	0	0	0	0	0.894	0	0	0.894
AKT1	NOS3	9606.ENSP00000451828	9606.ENSP00000297494	0	0	0	0	0	0.786	0	0	0.786
AKT1	HSP90AA1	9606.ENSP00000451828	9606.ENSP00000335153	0	0	0	0	0	0.883	0	0	0.883
AKT1	FOXO3	9606.ENSP00000451828	9606.ENSP00000339527	0	0	0	0	0	0.853	0	0	0.853
AKT1	PDPK1	9606.ENSP00000451828	9606.ENSP00000344220	0	0	0	0.744	0	0.918	0	0	0.918
AKT1	MTOR	9606.ENSP00000451828	9606.ENSP00000354558	0	0	0	0	0	0.925	0	0	0.925
AKT1	THEM4	9606.ENSP00000451828	9606.ENSP00000357804	0	0	0	0	0	0.736	0	0	0.736
AKT1	CHUK	9606.ENSP00000451828	9606.ENSP00000359424	0	0	0	0.594	0	0.835	0	0	0.835
AKT1	FOXO1	9606.ENSP00000451828	9606.ENSP00000368880	0	0	0	0	0	0.881	0	0	0.881
AKT1	AKT2	9606.ENSP00000451828	9606.ENSP00000375892	0	0	0	0.981	0	0.787	0	0	0.787
AKT1	CDKN1A	9606.ENSP00000451828	9606.ENSP00000384849	0	0	0	0	0	0.776	0	0	0.776
AKT1	RAF1	9606.ENSP00000451828	9606.ENSP00000401888	0	0	0	0.583	0	0.816	0	0	0.816
AKT1	PPP2CA	9606.ENSP00000451828	9606.ENSP00000418447	0	0	0	0	0	0.842	0	0	0.842
AKT1	IKBKB	9606.ENSP00000451828	9606.ENSP00000430684	0	0	0	0.601	0	0.775	0	0	0.775
ALDOA	ALDOC	9606.ENSP00000496166	9606.ENSP00000378731	0	0	0	0.981	0	0.889	0	0	0.889
ALOX5	COTL1	9606.ENSP00000363512	9606.ENSP00000262428	0	0	0	0	0	0.816	0	0	0.816
ANAPC1	PPP2CB	9606.ENSP00000339109	9606.ENSP00000221138	0	0	0	0	0	0.741	0	0	0.741
ANAPC1	ANAPC5	9606.ENSP00000339109	9606.ENSP00000261819	0	0	0	0	0	0.999	0	0	0.999
ANAPC1	UBE2S	9606.ENSP00000339109	9606.ENSP00000264552	0	0	0	0	0	0.865	0	0	0.865
ANAPC1	ANAPC2	9606.ENSP00000339109	9606.ENSP00000314004	0	0	0	0	0	0.999	0	0	0.999
ANAPC1	UBC	9606.ENSP00000339109	9606.ENSP00000441543	0	0	0	0	0	0.800	0	0	0.800
ANAPC1	UBB	9606.ENSP00000339109	9606.ENSP00000478771	0	0	0	0	0	0.800	0	0	0.800
ANAPC1	UBE2C	9606.ENSP00000339109	9606.ENSP00000348838	0	0	0	0	0	0.818	0	0	0.818
ANAPC1	FZR1	9606.ENSP00000339109	9606.ENSP00000378529	0	0	0	0	0	0.988	0	0	0.988
ANAPC1	PPP2CA	9606.ENSP00000339109	9606.ENSP00000418447	0	0	0	0	0	0.998	0	0	0.998
ANAPC1	ANAPC10	9606.ENSP00000339109	9606.ENSP00000478501	0	0	0	0	0	0.999	0	0	0.999
ANAPC1	ANAPC7	9606.ENSP00000339109	9606.ENSP00000394394	0	0	0	0	0	0.981	0	0	0.981
ANAPC1	CDC27	9606.ENSP00000339109	9606.ENSP00000434614	0	0	0	0	0	0.999	0	0	0.999
ANAPC1	CDC26	9606.ENSP00000339109	9606.ENSP00000363322	0	0	0	0	0	0.989	0	0	0.989
ANAPC1	CDC23	9606.ENSP00000339109	9606.ENSP00000378350	0	0	0	0	0	0.997	0	0	0.997
ANAPC1	CDC20	9606.ENSP00000339109	9606.ENSP00000361540	0	0	0	0	0	0.999	0	0	0.999
ANAPC1	ANAPC4	9606.ENSP00000339109	9606.ENSP00000426654	0	0	0	0	0	0.999	0	0	0.999
ANAPC1	CDC16	9606.ENSP00000339109	9606.ENSP00000348554	0	0	0	0	0	0.997	0	0	0.997
ANAPC1	ANAPC11	9606.ENSP00000339109	9606.ENSP00000349957	0	0	0	0	0	0.966	0	0	0.966
ANAPC1	ANAPC13	9606.ENSP00000339109	9606.ENSP00000421842	0	0	0	0	0	0.984	0	0	0.984
ANAPC10	ANAPC5	9606.ENSP00000478501	9606.ENSP00000261819	0	0	0	0	0	0.999	0	0	0.999
ANAPC10	UBE2S	9606.ENSP00000478501	9606.ENSP00000264552	0	0	0	0	0	0.823	0	0	0.823
ANAPC10	ANAPC2	9606.ENSP00000478501	9606.ENSP00000314004	0	0	0	0	0	0.999	0	0	0.999
ANAPC10	CDC16	9606.ENSP00000478501	9606.ENSP00000348554	0	0	0	0	0	0.999	0	0	0.999
ANAPC10	UBE2C	9606.ENSP00000478501	9606.ENSP00000348838	0	0	0	0	0	0.823	0	0	0.823
ANAPC10	ANAPC11	9606.ENSP00000478501	9606.ENSP00000349957	0	0	0	0	0	0.997	0	0	0.997
ANAPC10	CDC20	9606.ENSP00000478501	9606.ENSP00000361540	0	0	0	0	0	0.999	0	0	0.999
ANAPC10	CDC26	9606.ENSP00000478501	9606.ENSP00000363322	0	0	0	0	0	0.998	0	0	0.998
ANAPC10	CDC23	9606.ENSP00000478501	9606.ENSP00000378350	0	0	0	0	0	0.998	0	0	0.998
ANAPC10	FZR1	9606.ENSP00000478501	9606.ENSP00000378529	0	0	0	0	0	0.940	0	0	0.940
ANAPC10	ANAPC7	9606.ENSP00000478501	9606.ENSP00000394394	0	0	0	0	0	0.999	0	0	0.999
ANAPC10	ANAPC13	9606.ENSP00000478501	9606.ENSP00000421842	0	0	0	0	0	0.998	0	0	0.998
ANAPC10	ANAPC4	9606.ENSP00000478501	9606.ENSP00000426654	0	0	0	0	0	0.999	0	0	0.999
ANAPC10	CDC27	9606.ENSP00000478501	9606.ENSP00000434614	0	0	0	0	0	0.999	0	0	0.999
ANAPC10	UBC	9606.ENSP00000478501	9606.ENSP00000441543	0	0	0	0	0	0.800	0	0	0.800
ANAPC10	UBB	9606.ENSP00000478501	9606.ENSP00000478771	0	0	0	0	0	0.800	0	0	0.800
ANAPC11	UBE2K	9606.ENSP00000349957	9606.ENSP00000261427	0	0	0	0	0	0.766	0	0	0.766
ANAPC11	ANAPC5	9606.ENSP00000349957	9606.ENSP00000261819	0	0	0	0	0	0.966	0	0	0.966
ANAPC11	UBE2S	9606.ENSP00000349957	9606.ENSP00000264552	0	0	0	0	0	0.971	0	0	0.971
ANAPC11	ANAPC2	9606.ENSP00000349957	9606.ENSP00000314004	0	0	0	0	0	0.998	0	0	0.998
ANAPC11	CDC16	9606.ENSP00000349957	9606.ENSP00000348554	0	0	0	0	0	0.991	0	0	0.991
ANAPC11	UBE2C	9606.ENSP00000349957	9606.ENSP00000348838	0	0	0	0	0	0.996	0	0	0.996
ANAPC11	UBC	9606.ENSP00000349957	9606.ENSP00000441543	0	0	0	0	0	0.772	0	0	0.772
ANAPC11	UBE2D2	9606.ENSP00000349957	9606.ENSP00000381717	0	0	0	0	0	0.936	0	0	0.936
ANAPC11	UBE2D1	9606.ENSP00000349957	9606.ENSP00000363019	0	0	0	0	0	0.886	0	0	0.886
ANAPC11	ANAPC4	9606.ENSP00000349957	9606.ENSP00000426654	0	0	0	0	0	0.998	0	0	0.998
ANAPC11	CDC20	9606.ENSP00000349957	9606.ENSP00000361540	0	0	0	0	0	0.851	0	0	0.851
ANAPC11	CDC23	9606.ENSP00000349957	9606.ENSP00000378350	0	0	0	0	0	0.973	0	0	0.973
ANAPC11	CDC27	9606.ENSP00000349957	9606.ENSP00000434614	0	0	0	0	0	0.997	0	0	0.997
ANAPC13	ANAPC5	9606.ENSP00000421842	9606.ENSP00000261819	0	0	0	0	0	0.987	0	0	0.987
ANAPC13	UBE2S	9606.ENSP00000421842	9606.ENSP00000264552	0	0	0	0	0	0.819	0	0	0.819
ANAPC13	ANAPC2	9606.ENSP00000421842	9606.ENSP00000314004	0	0	0	0	0	0.981	0	0	0.981
ANAPC13	CDC16	9606.ENSP00000421842	9606.ENSP00000348554	0	0	0	0	0	0.989	0	0	0.989
ANAPC13	UBE2C	9606.ENSP00000421842	9606.ENSP00000348838	0	0	0	0	0	0.819	0	0	0.819
ANAPC13	CDC20	9606.ENSP00000421842	9606.ENSP00000361540	0	0	0	0	0	0.954	0	0	0.954
ANAPC13	CDC26	9606.ENSP00000421842	9606.ENSP00000363322	0	0	0	0	0	0.977	0	0	0.977
ANAPC13	CDC23	9606.ENSP00000421842	9606.ENSP00000378350	0	0	0	0	0	0.991	0	0	0.991
ANAPC13	FZR1	9606.ENSP00000421842	9606.ENSP00000378529	0	0	0	0	0	0.977	0	0	0.977
ANAPC13	ANAPC7	9606.ENSP00000421842	9606.ENSP00000394394	0	0	0	0	0	0.975	0	0	0.975
ANAPC13	UBB	9606.ENSP00000421842	9606.ENSP00000478771	0	0	0	0	0	0.800	0	0	0.800
ANAPC13	UBC	9606.ENSP00000421842	9606.ENSP00000441543	0	0	0	0	0	0.800	0	0	0.800
ANAPC13	ANAPC4	9606.ENSP00000421842	9606.ENSP00000426654	0	0	0	0	0	0.984	0	0	0.984
ANAPC13	CDC27	9606.ENSP00000421842	9606.ENSP00000434614	0	0	0	0	0	0.999	0	0	0.999
ANAPC2	ANAPC5	9606.ENSP00000314004	9606.ENSP00000261819	0	0	0	0	0	0.998	0	0	0.998
ANAPC2	UBE2S	9606.ENSP00000314004	9606.ENSP00000264552	0	0	0	0	0	0.947	0	0	0.947
ANAPC2	RPS27A	9606.ENSP00000314004	9606.ENSP00000272317	0	0	0	0	0	0.900	0	0	0.900
ANAPC2	UBB	9606.ENSP00000314004	9606.ENSP00000478771	0	0	0	0	0	0.900	0	0	0.900
ANAPC2	UBA52	9606.ENSP00000314004	9606.ENSP00000388107	0	0	0	0	0	0.900	0	0	0.900
ANAPC2	UBC	9606.ENSP00000314004	9606.ENSP00000441543	0	0	0	0	0	0.926	0	0	0.926
ANAPC2	UBE2C	9606.ENSP00000314004	9606.ENSP00000348838	0	0	0	0	0	0.982	0	0	0.982
ANAPC2	CDC16	9606.ENSP00000314004	9606.ENSP00000348554	0	0	0	0	0	0.999	0	0	0.999
ANAPC2	CDC20	9606.ENSP00000314004	9606.ENSP00000361540	0	0	0	0	0	0.999	0	0	0.999
